股票代码,股票简称,一级行业,二级行业,三级行业,所属概念
603089.SH,正裕工业,交运设备,汽车零部件,汽车零部件Ⅲ,人民币贬值受益
603121.SH,华培动力,交运设备,汽车零部件,汽车零部件Ⅲ,长三角一体化;沪股通;人民币贬值受益;标普道琼斯A股;新能源汽车;燃料电池
603158.SH,腾龙股份,交运设备,汽车零部件,汽车零部件Ⅲ,节能环保;汽车电子;燃料电池;新能源汽车;特斯拉;蔚来汽车概念
603161.SH,科华控股,交运设备,汽车零部件,汽车零部件Ⅲ,--
603166.SH,福达股份,交运设备,汽车零部件,汽车零部件Ⅲ,汽车制造概念;军工
603178.SH,圣龙股份,交运设备,汽车零部件,汽车零部件Ⅲ,电机电控;新能源汽车;机构重仓
603179.SH,新泉股份,交运设备,汽车零部件,汽车零部件Ⅲ,汽车制造概念;特斯拉;新能源汽车
603197.SH,保隆科技,交运设备,汽车零部件,汽车零部件Ⅲ,汽车电子;特斯拉;无人驾驶;胎压监测;传感器
603239.SH,浙江仙通,交运设备,汽车零部件,汽车零部件Ⅲ,--
603286.SH,日盈电子,交运设备,汽车零部件,汽车零部件Ⅲ,汽车电子;芯片概念;传感器
603305.SH,旭升股份,交运设备,汽车零部件,汽车零部件Ⅲ,沪股通;新能源汽车;蔚来汽车概念;宁德时代概念;特斯拉;标普道琼斯A股
603306.SH,华懋科技,交运设备,汽车零部件,汽车零部件Ⅲ,汽车制造概念;股权转让
603319.SH,湘油泵,交运设备,汽车零部件,汽车零部件Ⅲ,华为概念;新能源汽车
603335.SH,迪生力,交运设备,汽车零部件,汽车零部件Ⅲ,汽车关税下调;人民币贬值受益;新能源汽车
603348.SH,文灿股份,交运设备,汽车零部件,汽车零部件Ⅲ,蔚来汽车概念;特斯拉;新能源汽车;平安资管持股
603358.SH,华达科技,交运设备,汽车零部件,汽车零部件Ⅲ,工业4.0;汽车制造概念;新能源汽车;特斯拉;胎压监测;宁德时代概念;标普道琼斯A股;集成电路概念
603586.SH,金麒麟,交运设备,汽车零部件,汽车零部件Ⅲ,工业4.0;轨道交通
603596.SH,伯特利,交运设备,汽车零部件,汽车零部件Ⅲ,创投;沪股通;标普道琼斯A股;富时罗素概念股;富时罗素概念;新能源汽车
603655.SH,朗博科技,交运设备,汽车零部件,汽车零部件Ⅲ,橡胶;新能源汽车
603701.SH,德宏股份,交运设备,汽车零部件,汽车零部件Ⅲ,节能环保;农机;乡村振兴;汽车电子;参股新三板;稀土永磁;新能源汽车
603730.SH,岱美股份,交运设备,汽车零部件,汽车零部件Ⅲ,沪股通;特斯拉;蔚来汽车概念;养老金持股;标普道琼斯A股
603758.SH,秦安股份,交运设备,汽车零部件,汽车零部件Ⅲ,新能源汽车
603767.SH,中马传动,交运设备,汽车零部件,汽车零部件Ⅲ,乡村振兴;农机;新能源汽车
603768.SH,常青股份,交运设备,汽车零部件,汽车零部件Ⅲ,汽车制造概念
603786.SH,科博达,交运设备,汽车零部件,汽车零部件Ⅲ,新股与次新股;新能源汽车;汽车电子;非科创次新股;国六标准、国六排放、国六;沪股通
603788.SH,宁波高发,交运设备,汽车零部件,汽车零部件Ⅲ,汽车电子;股权转让
603809.SH,豪能股份,交运设备,汽车零部件,汽车零部件Ⅲ,汽车制造概念;高铁
603917.SH,合力科技,交运设备,汽车零部件,汽车零部件Ⅲ,--
603922.SH,金鸿顺,交运设备,汽车零部件,汽车零部件Ⅲ,汽车制造概念;台湾概念股;新能源汽车
603926.SH,铁流股份,交运设备,汽车零部件,汽车零部件Ⅲ,新能源汽车
603949.SH,雪龙集团,交运设备,汽车零部件,汽车零部件Ⅲ,新股与次新股;非科创次新股;新能源汽车;军工;节能环保;乡村振兴;农机;国六标准、国六排放、国六
603950.SH,长源东谷,交运设备,汽车零部件,汽车零部件Ⅲ,非科创次新股;新股与次新股;国六标准、国六排放、国六
603982.SH,泉峰汽车,交运设备,汽车零部件,汽车零部件Ⅲ,新能源汽车;沪股通
603997.SH,继峰股份,交运设备,汽车零部件,汽车零部件Ⅲ,新能源汽车;沪股通;特斯拉;标普道琼斯A股;机构重仓
605088.SH,冠盛股份,交运设备,汽车零部件,汽车零部件Ⅲ,半年报预增
000025.SZ,特力A,交运设备,交运设备服务,汽车服务,深股通;粤港澳大湾区;垃圾分类;地方国资改革;广东国资改革;深圳国资改革;融资融券;转融券标的;新能源汽车;养老金持股;机构重仓;标普道琼斯A股;富时罗素概念股;富时罗素概念
000753.SZ,漳州发展,交运设备,交运设备服务,汽车服务,无人岛开发;福建基建;村镇银行;海峡西岸;平潭免税区;装配式建筑;污水处理;PPP概念;福建自贸区;创投;郭台铭概念;垃圾分类;地方国资改革
000757.SZ,浩物股份,交运设备,交运设备服务,汽车服务,节能环保;二手车;空气净化;新能源汽车;地方国资改革;天津国资改革
000996.SZ,中国中期,交运设备,交运设备服务,汽车服务,互联网期货;融资融券;转融券标的;期货概念
300825.SZ,阿尔特,交运设备,交运设备服务,汽车服务,新股与次新股;非科创次新股;新能源汽车;燃料电池
600297.SH,广汇汽车,交运设备,交运设备服务,汽车服务,医疗改革;东北亚经贸中心;汽车制造概念;MSCI概念;融资融券;转融券标的;融资租赁;二手车;大消费;恒大概念;汽车关税下调;商誉减值;标普道琼斯A股;充电桩;富时罗素概念股;机构重仓
600327.SH,大东方,交运设备,交运设备服务,汽车服务,金改;小额贷款;二手车;汽车关税下调;信托概念;新零售
600335.SH,国机汽车,交运设备,交运设备服务,汽车服务,滨海新区;环渤海;智能汽车;融资融券;沪股通;转融券标的;车联网;汽车关税下调;新能源整车;特斯拉;独角兽概念;证金持股;互联网;标普道琼斯A股;央企国资改革;锂电池;新能源汽车;机构重仓
600386.SH,北巴传媒,交运设备,交运设备服务,汽车服务,LNG汽车;新能源;融资融券;文化传媒;驾驶培训;广告营销;转融券标的;独角兽概念;智能交通;充电桩;新能源汽车;北京国资改革;地方国资改革
600653.SH,申华控股,交运设备,交运设备服务,汽车服务,余额宝;职业教育;老八股;汽车电商;纳米;融资融券;转融券标的;汽车关税下调;风电;垃圾分类;二手车;一元股
601258.SH,ST庞大,交运设备,交运设备服务,汽车服务,职业教育;共享汽车;雄安新区;汽车电商;京津冀一体化;融资租赁;独角兽概念;二手车;新能源汽车;股权转让;汽车关税下调;ST板块;共享经济;一元股
601965.SH,中国汽研,交运设备,交运设备服务,汽车服务,有轨电车;智能汽车;尾气治理;新能源汽车;中字头股票;氢能源;融资融券;转融券标的;央企国资改革;无人驾驶;汽车电子;燃料电池;机构重仓
603377.SH,东方时尚,交运设备,交运设备服务,汽车服务,职业教育;融资融券;转融券标的;驾驶培训
000008.SZ,神州高铁,交运设备,非汽车交运,铁路设备,深股通;腾讯概念;工业4.0;融资租赁;铁路基建;融资融券;转融券标的;PPP概念;云计算;央企国资改革;国投系;机器人概念;智能服务;轨道交通;高铁;新基建;商誉减值;标普道琼斯A股;富时罗素概念股;富时罗素概念
000925.SZ,众合科技,交运设备,非汽车交运,铁路设备,腾讯概念;二维码识别;轨道交通;节能环保;智能交通;华为概念;新基建;芯片概念;互联网;工业互联网
000976.SZ,华铁股份,交运设备,非汽车交运,铁路设备,涉矿;线型;高铁;深股通;新基建;融资融券;转融券标的;商誉减值;标普道琼斯A股;富时罗素概念股;富时罗素概念
002972.SZ,科安达,交运设备,非汽车交运,铁路设备,轨道交通;新股与次新股;非科创次新股
300351.SZ,永贵电器,交运设备,非汽车交运,铁路设备,铁路基建;苹果概念;汽车电子;特斯拉;高铁;一带一路;新能源汽车;军民融合;军工;新基建;5G;华为概念;充电桩;轨道交通
300594.SZ,朗进科技,交运设备,非汽车交运,铁路设备,高铁;新能源汽车;碳纤维;一带一路;轨道交通;国产软件;大数据;磁悬浮
300789.SZ,唐源电气,交运设备,非汽车交运,铁路设备,新股与次新股;非科创次新股;一带一路;轨道交通
600495.SH,晋西车轴,交运设备,非汽车交运,铁路设备,高铁;铁路基建;一带一路;高端装备;融资融券;转融券标的;轨道交通;中兵系;央企国资改革;标普道琼斯A股;富时罗素概念股
600528.SH,中铁工业,交运设备,非汽车交运,铁路设备,一带一路;铁路基建;成都天府新区;西部开发;融资融券;转融券标的;基建工程;轨道交通;高铁;中铁系;MSCI概念;标普道琼斯A股;富时罗素概念股
601766.SH,中国中车,交运设备,非汽车交运,铁路设备,央企控股;雄安交通;融资租赁;参股保险;高铁;联通混改;PPP概念;有轨电车;MSCI概念;铁路混改;融资融券;铁路基建;沪股通;电机电控;转融券标的;雄安新区;轨道交通;磁悬浮;IGBT;高端装备;一带一路;中字头股票;央企国资改革;证金持股;标普道琼斯A股;风电;富时罗素概念股;富时罗素概念;新能源汽车
603111.SH,康尼机电,交运设备,非汽车交运,铁路设备,铁路基建;一带一路;轨道交通;新能源汽车;高铁;新基建;高端装备;工业互联网;北汽新能源
603500.SH,祥和实业,交运设备,非汽车交运,铁路设备,高铁;新基建;轨道交通;互联网金融
603680.SH,今创集团,交运设备,非汽车交运,铁路设备,轨道交通;沪股通;标普道琼斯A股
605001.SH,威奥股份,交运设备,非汽车交运,铁路设备,新股与次新股;非科创次新股;新基建;轨道交通;高铁;新材料概念
688009.SH,中国通号,交运设备,非汽车交运,铁路设备,轨道交通;高铁;央企国资改革;融资融券;转融券标的;中铁系;新股与次新股;养老金持股
688015.SH,交控科技,交运设备,非汽车交运,铁路设备,轨道交通;融资融券;新股与次新股;智能交通;区块链;转融券标的;养老金持股
688033.SH,天宜上佳,交运设备,非汽车交运,铁路设备,高铁;融资融券;转融券标的;新股与次新股
000017.SZ,*ST中华A,交运设备,非汽车交运,其他交运设备,粤港澳大湾区;锂电池;新零售;ST板块
000913.SZ,钱江摩托,交运设备,非汽车交运,其他交运设备,创投;智能穿戴;锂电池;新能源汽车
002105.SZ,信隆健康,交运设备,非汽车交运,其他交运设备,体育用品;共享单车;冬奥会;沪台通;养老概念;体育产业;台湾概念股;小米概念;健康中国
600099.SH,林海股份,交运设备,非汽车交运,其他交运设备,抗旱;央企国资改革;乡村振兴
600679.SH,上海凤凰,交运设备,非汽车交运,其他交运设备,上海金改;小额贷款;存准率扩围;金改;老字号;共享单车;上海国资改革;地方国资改革
600818.SH,中路股份,交运设备,非汽车交运,其他交运设备,电动自行车;智能自行车;她经济;知识产权保护;化妆护肤品;共享单车;迪士尼;风电;共享经济;网红经济
603129.SH,春风动力,交运设备,非汽车交运,其他交运设备,体育产业;军工;人民币贬值受益;养老金持股
603766.SH,隆鑫通用,交运设备,非汽车交运,其他交运设备,宝马概念;农业信息化;一号文件;融资融券;乡村振兴;沪股通;转融券标的;航空发动机;中非合作;新能源整车;新能源汽车;无人机;农机;标普道琼斯A股;军工;室外经济;富时罗素概念股;富时罗素概念
603776.SH,永安行,交运设备,非汽车交运,其他交运设备,智能交通;共享汽车;共享单车;新能源整车;新能源汽车;物联网;蚂蚁金服概念;氢能源;燃料电池;共享经济;网约车;融资融券;转融券标的;无人驾驶;芯片概念;富时罗素概念股
603787.SH,新日股份,交运设备,非汽车交运,其他交运设备,电动自行车
002010.SZ,传化智联,交通运输,物流,物流Ⅲ,光热;雄安新区;国开行;互联网大会;新能源物流车;丁二烯;深股通;区块链底层;新能源整车;新能源汽车;区块链应用;车联网;智能物流;区块链;移动支付;融资融券;染料;转融券标的;工业互联网;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
002120.SZ,韵达股份,交通运输,物流,物流Ⅲ,村镇银行;双十一;深股通;快递;智能物流;融资融券;央视财经50;转融券标的;阿里巴巴概念;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
002183.SZ,怡亚通,交通运输,物流,物流Ⅲ,京东概念;小额再贷款;油价下调;外贸;健康中国;小额贷款;金改;现代服务业;物流骨干网;融资融券;深股通;转融券标的;电子商务;人民币贬值受益;国资驰援;股权转让;供应链金融;地方国资改革;广东国资改革;深圳国资改革;上海自贸区;区块链;大数据;国产操作系统;农村电商;乡村振兴;标普道琼斯A股;粤港澳大湾区;新零售;富时罗素概念股;富时罗素概念
002210.SZ,*ST飞马,交通运输,物流,物流Ⅲ,上海自贸区;电子商务;节能环保;物流骨干网;西气东输;固废处理;垃圾发电;国资驰援;粤港澳大湾区;ST板块;一元股
002245.SZ,澳洋顺昌,交通运输,物流,物流Ⅲ,舟山新区;蓝宝石;金改;舟山自贸区;正极材料;锂电制造;节能照明;小额贷款;芯片概念;创投;新能源汽车;MiniLED;特斯拉;氮化镓;王亚伟持股;锂电池
002352.SZ,顺丰控股,交通运输,物流,物流Ⅲ,铁路混改;线材;双十一;军用无人机;深股通;快递;民用无人机;冷链物流;智能物流;无人机;药品信息化追溯;融资融券;转融券标的;区块链;REITs;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
002468.SZ,申通快递,交通运输,物流,物流Ⅲ,物流骨干网;深股通;双十一;快递;智能物流;阿里巴巴概念;融资融券;转融券标的;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
002492.SZ,恒基达鑫,交通运输,物流,物流Ⅲ,参股保险;珠港澳物流合作园;油价下调;粤港澳大湾区;创投;横琴新区;油气运输仓储
002682.SZ,龙洲股份,交通运输,物流,物流Ⅲ,物流电商平台;春运;职业教育;电子商务;油品改革;垃圾分类;ETC;地方国资改革;天然气;新能源汽车;冷链物流
