,code,symbol,name,area,fullname,market,list_date
0,SZ000001,000001,平安银行,深圳,银行,主板,19910403
1,SZ000002,000002,万科A,深圳,全国地产,主板,19910129
2,SZ000004,000004,国农科技,深圳,生物制药,主板,19910114
3,SZ000005,000005,世纪星源,深圳,环境保护,主板,19901210
4,SZ000006,000006,深振业A,深圳,区域地产,主板,19920427
5,SZ000007,000007,全新好,深圳,酒店餐饮,主板,19920413
6,SZ000008,000008,神州高铁,北京,运输设备,主板,19920507
7,SZ000009,000009,中国宝安,深圳,综合类,主板,19910625
8,SZ000010,000010,*ST美丽,深圳,建筑工程,主板,19951027
9,SZ000011,000011,深物业A,深圳,区域地产,主板,19920330
10,SZ000012,000012,南玻A,深圳,玻璃,主板,19920228
11,SZ000014,000014,沙河股份,深圳,全国地产,主板,19920602
12,SZ000016,000016,深康佳A,深圳,家用电器,主板,19920327
13,SZ000017,000017,*ST中华A,深圳,文教休闲,主板,19920331
14,SZ000019,000019,深粮控股,深圳,其他商业,主板,19921012
15,SZ000020,000020,深华发A,深圳,元器件,主板,19920428
16,SZ000021,000021,深科技,深圳,IT设备,主板,19940202
17,SZ000023,000023,深天地A,深圳,其他建材,主板,19930429
18,SZ000025,000025,特力A,深圳,汽车服务,主板,19930621
19,SZ000026,000026,飞亚达,深圳,其他商业,主板,19930603
20,SZ000027,000027,深圳能源,深圳,火力发电,主板,19930903
21,SZ000028,000028,国药一致,深圳,医药商业,主板,19930809
22,SZ000029,000029,深深房A,深圳,区域地产,主板,19930915
23,SZ000030,000030,富奥股份,吉林,汽车配件,主板,19930929
24,SZ000031,000031,大悦城,深圳,全国地产,主板,19931008
25,SZ000032,000032,深桑达A,深圳,元器件,主板,19931028
26,SZ000034,000034,神州数码,深圳,综合类,主板,19940509
27,SZ000035,000035,中国天楹,江苏,环境保护,主板,19940408
28,SZ000036,000036,华联控股,深圳,全国地产,主板,19940617
29,SZ000037,000037,深南电A,深圳,火力发电,主板,19940701
30,SZ000038,000038,深大通,深圳,广告包装,主板,19940808
31,SZ000039,000039,中集集团,深圳,轻工机械,主板,19940408
32,SZ000040,000040,东旭蓝天,深圳,新型电力,主板,19940808
33,SZ000042,000042,中洲控股,深圳,全国地产,主板,19940921
34,SZ000045,000045,深纺织A,深圳,元器件,主板,19940815
35,SZ000046,000046,泛海控股,北京,多元金融,主板,19940912
36,SZ000048,000048,京基智农,深圳,饲料,主板,19941101
37,SZ000049,000049,德赛电池,深圳,电气设备,主板,19950320
38,SZ000050,000050,深天马A,深圳,元器件,主板,19950315
39,SZ000055,000055,方大集团,深圳,其他建材,主板,19960415
40,SZ000056,000056,皇庭国际,深圳,房产服务,主板,19960708
41,SZ000058,000058,深赛格,深圳,元器件,主板,19961226
42,SZ000059,000059,华锦股份,辽宁,石油加工,主板,19970130
43,SZ000060,000060,中金岭南,深圳,铅锌,主板,19970123
44,SZ000061,000061,农产品,深圳,农业综合,主板,19970110
45,SZ000062,000062,深圳华强,深圳,批发业,主板,19970130
46,SZ000063,000063,中兴通讯,深圳,通信设备,主板,19971118
47,SZ000065,000065,北方国际,北京,建筑工程,主板,19980605
48,SZ000066,000066,中国长城,深圳,IT设备,主板,19970626
49,SZ000068,000068,华控赛格,深圳,环境保护,主板,19970611
50,SZ000069,000069,华侨城A,深圳,旅游景点,主板,19970910
51,SZ000070,000070,特发信息,深圳,通信设备,主板,20000511
52,SZ000078,000078,海王生物,深圳,医药商业,主板,19981218
53,SZ000088,000088,盐田港,深圳,港口,主板,19970728
54,SZ000089,000089,深圳机场,深圳,机场,主板,19980420
55,SZ000090,000090,天健集团,深圳,建筑工程,主板,19990721
56,SZ000096,000096,广聚能源,深圳,石油贸易,主板,20000724
57,SZ000099,000099,中信海直,深圳,空运,主板,20000731
58,SZ000100,000100,TCL科技,广东,元器件,主板,20040130
59,SZ000150,000150,宜华健康,广东,医疗保健,主板,20000807
60,SZ000151,000151,中成股份,北京,商贸代理,主板,20000906
61,SZ000153,000153,丰原药业,安徽,化学制药,主板,20000920
62,SZ000155,000155,川能动力,四川,新型电力,主板,20000926
63,SZ000156,000156,华数传媒,浙江,影视音像,主板,20000906
64,SZ000157,000157,中联重科,湖南,工程机械,主板,20001012
65,SZ000158,000158,常山北明,河北,软件服务,主板,20000724
66,SZ000159,000159,国际实业,新疆,石油贸易,主板,20000926
67,SZ000166,000166,申万宏源,新疆,证券,主板,20150126
68,SZ000301,000301,东方盛虹,江苏,化纤,主板,20000529
69,SZ000333,000333,美的集团,广东,家用电器,主板,20130918
70,SZ000338,000338,潍柴动力,山东,汽车配件,主板,20070430
71,SZ000400,000400,许继电气,河南,电气设备,主板,19970418
72,SZ000401,000401,冀东水泥,河北,水泥,主板,19960614
73,SZ000402,000402,金融街,北京,全国地产,主板,19960626
74,SZ000403,000403,双林生物,山西,生物制药,主板,19960628
75,SZ000404,000404,长虹华意,江西,专用机械,主板,19960619
76,SZ000407,000407,胜利股份,山东,供气供热,主板,19960703
77,SZ000408,000408,*ST藏格,青海,农药化肥,主板,19960628
78,SZ000409,000409,ST地矿,山东,综合类,主板,19960627
79,SZ000410,000410,*ST沈机,辽宁,机床制造,主板,19960718
80,SZ000411,000411,英特集团,浙江,医药商业,主板,19960716
81,SZ000413,000413,东旭光电,河北,元器件,主板,19960925
82,SZ000415,000415,渤海租赁,新疆,多元金融,主板,19960716
83,SZ000416,000416,民生控股,山东,多元金融,主板,19960719
84,SZ000417,000417,合肥百货,安徽,百货,主板,19960812
85,SZ000419,000419,通程控股,湖南,百货,主板,19960816
86,SZ000420,000420,吉林化纤,吉林,化纤,主板,19960802
87,SZ000421,000421,南京公用,江苏,供气供热,主板,19960806
88,SZ000422,000422,ST宜化,湖北,农药化肥,主板,19960815
89,SZ000423,000423,东阿阿胶,山东,中成药,主板,19960729
90,SZ000425,000425,徐工机械,江苏,工程机械,主板,19960828
91,SZ000426,000426,兴业矿业,内蒙,铅锌,主板,19960828
92,SZ000428,000428,华天酒店,湖南,酒店餐饮,主板,19960808
93,SZ000429,000429,粤高速A,广东,路桥,主板,19980220
94,SZ000430,000430,张家界,湖南,旅游景点,主板,19960829
95,SZ000488,000488,晨鸣纸业,山东,造纸,主板,20001120
96,SZ000498,000498,山东路桥,山东,建筑工程,主板,19970609
97,SZ000501,000501,鄂武商A,湖北,百货,主板,19921120
98,SZ000502,000502,绿景控股,广东,综合类,主板,19921123
99,SZ000503,000503,国新健康,海南,医疗保健,主板,19921130
100,SZ000504,000504,ST生物,湖南,环境保护,主板,19921208
101,SZ000505,000505,京粮控股,海南,食品,主板,19921221
102,SZ000506,000506,中润资源,山东,黄金,主板,19930312
103,SZ000507,000507,珠海港,广东,港口,主板,19930326
104,SZ000509,000509,*ST华塑,四川,医疗保健,主板,19930507
105,SZ000510,000510,新金路,四川,化工原料,主板,19930507
106,SZ000513,000513,丽珠集团,广东,化学制药,主板,19931028
107,SZ000514,000514,渝开发,重庆,区域地产,主板,19930712
108,SZ000516,000516,国际医学,陕西,医疗保健,主板,19930809
109,SZ000517,000517,荣安地产,浙江,区域地产,主板,19930806
110,SZ000518,000518,四环生物,江苏,生物制药,主板,19930908
111,SZ000519,000519,中兵红箭,湖南,矿物制品,主板,19931008
112,SZ000520,000520,长航凤凰,湖北,水运,主板,19931025
113,SZ000521,000521,长虹美菱,安徽,家用电器,主板,19931018
114,SZ000523,000523,广州浪奇,广东,日用化工,主板,19931108
115,SZ000524,000524,岭南控股,广东,酒店餐饮,主板,19931118
116,SZ000525,000525,红太阳,江苏,农药化肥,主板,19931028
117,SZ000526,000526,紫光学大,福建,文教休闲,主板,19931101
118,SZ000528,000528,柳工,广西,工程机械,主板,19931118
119,SZ000529,000529,广弘控股,广东,食品,主板,19931118
120,SZ000530,000530,冰山冷热,辽宁,机械基件,主板,19931208
121,SZ000531,000531,穗恒运A,广东,火力发电,主板,19940106
122,SZ000532,000532,华金资本,广东,多元金融,主板,19940103
123,SZ000533,000533,顺钠股份,广东,电气设备,主板,19940103
124,SZ000534,000534,万泽股份,广东,生物制药,主板,19940110
125,SZ000536,000536,*ST华映,福建,元器件,主板,19931126
126,SZ000537,000537,广宇发展,天津,区域地产,主板,19931210
127,SZ000538,000538,云南白药,云南,中成药,主板,19931215
128,SZ000539,000539,粤电力A,广东,火力发电,主板,19931126
129,SZ000540,000540,中天金融,贵州,多元金融,主板,19940202
130,SZ000541,000541,佛山照明,广东,家用电器,主板,19931123
131,SZ000543,000543,皖能电力,安徽,火力发电,主板,19931220
132,SZ000544,000544,中原环保,河南,环境保护,主板,19931208
133,SZ000545,000545,金浦钛业,吉林,化工原料,主板,19931215
134,SZ000546,000546,金圆股份,吉林,水泥,主板,19931215
135,SZ000547,000547,航天发展,福建,通信设备,主板,19931130
136,SZ000548,000548,湖南投资,湖南,路桥,主板,19931220
137,SZ000550,000550,江铃汽车,江西,汽车整车,主板,19931201
138,SZ000551,000551,创元科技,江苏,专用机械,主板,19940106
139,SZ000552,000552,靖远煤电,甘肃,煤炭开采,主板,19940106
140,SZ000553,000553,安道麦A,湖北,农药化肥,主板,19931203
141,SZ000554,000554,泰山石油,山东,石油贸易,主板,19931215
142,SZ000555,000555,神州信息,深圳,软件服务,主板,19940408
143,SZ000557,000557,西部创业,宁夏,铁路,主板,19940617
144,SZ000558,000558,莱茵体育,浙江,文教休闲,主板,19940509
145,SZ000559,000559,万向钱潮,浙江,汽车配件,主板,19940110
146,SZ000560,000560,我爱我家,云南,房产服务,主板,19940202
147,SZ000561,000561,烽火电子,陕西,通信设备,主板,19940509
148,SZ000563,000563,陕国投A,陕西,多元金融,主板,19940110
149,SZ000564,000564,供销大集,陕西,百货,主板,19940110
150,SZ000565,000565,渝三峡A,重庆,染料涂料,主板,19940408
151,SZ000566,000566,海南海药,海南,化学制药,主板,19940525
152,SZ000567,000567,海德股份,海南,多元金融,主板,19940525
153,SZ000568,000568,泸州老窖,四川,白酒,主板,19940509
154,SZ000570,000570,苏常柴A,江苏,机械基件,主板,19940701
155,SZ000571,000571,*ST大洲,海南,综合类,主板,19940525
156,SZ000572,000572,ST海马,海南,汽车整车,主板,19940808
157,SZ000573,000573,粤宏远A,广东,区域地产,主板,19940815
158,SZ000576,000576,广东甘化,广东,综合类,主板,19940907
159,SZ000581,000581,威孚高科,江苏,汽车配件,主板,19980924
160,SZ000582,000582,北部湾港,广西,港口,主板,19951102
161,SZ000584,000584,哈工智能,江苏,专用机械,主板,19951128
162,SZ000585,000585,*ST东电,海南,电气设备,主板,19951213
163,SZ000586,000586,汇源通信,四川,通信设备,主板,19951220
164,SZ000587,000587,*ST金洲,黑龙江,批发业,主板,19960425
165,SZ000589,000589,贵州轮胎,贵州,汽车配件,主板,19960308
166,SZ000590,000590,启迪古汉,湖南,中成药,主板,19960119
167,SZ000591,000591,太阳能,重庆,新型电力,主板,19960208
168,SZ000592,000592,平潭发展,福建,林业,主板,19960327
169,SZ000593,000593,大通燃气,四川,供气供热,主板,19960312
170,SZ000595,000595,*ST宝实,宁夏,机械基件,主板,19960419
171,SZ000596,000596,古井贡酒,安徽,白酒,主板,19960927
172,SZ000597,000597,东北制药,辽宁,化学制药,主板,19960523
173,SZ000598,000598,兴蓉环境,四川,水务,主板,19960529
174,SZ000599,000599,青岛双星,山东,汽车配件,主板,19960430
175,SZ000600,000600,建投能源,河北,火力发电,主板,19960606
176,SZ000601,000601,韶能股份,广东,水力发电,主板,19960830
177,SZ000603,000603,盛达资源,北京,铅锌,主板,19960823
178,SZ000605,000605,渤海股份,北京,水务,主板,19960913
179,SZ000606,000606,顺利办,青海,互联网,主板,19961004
180,SZ000607,000607,华媒控股,浙江,广告包装,主板,19960830
181,SZ000608,000608,阳光股份,广西,区域地产,主板,19960919
182,SZ000609,000609,中迪投资,北京,区域地产,主板,19961010
183,SZ000610,000610,西安旅游,陕西,旅游服务,主板,19960926
184,SZ000611,000611,*ST天首,内蒙,纺织,主板,19961008
185,SZ000612,000612,焦作万方,河南,铝,主板,19960926
186,SZ000613,000613,大东海A,海南,旅游服务,主板,19970128
187,SZ000615,000615,京汉股份,湖北,全国地产,主板,19961016
188,SZ000616,000616,海航投资,辽宁,全国地产,主板,19961108
189,SZ000617,000617,中油资本,新疆,多元金融,主板,19961022
190,SZ000619,000619,海螺型材,安徽,其他建材,主板,19961023
191,SZ000620,000620,新华联,北京,全国地产,主板,19961029
192,SZ000622,000622,恒立实业,湖南,汽车配件,主板,19961107
193,SZ000623,000623,吉林敖东,吉林,化学制药,主板,19961028
194,SZ000625,000625,长安汽车,重庆,汽车整车,主板,19970610
195,SZ000626,000626,远大控股,江苏,商贸代理,主板,19961128
196,SZ000627,000627,天茂集团,湖北,保险,主板,19961112
197,SZ000628,000628,高新发展,四川,园区开发,主板,19961118
198,SZ000629,000629,攀钢钒钛,四川,小金属,主板,19961115
199,SZ000630,000630,铜陵有色,安徽,铜,主板,19961120
200,SZ000631,000631,顺发恒业,吉林,区域地产,主板,19961122
201,SZ000632,000632,三木集团,福建,综合类,主板,19961121
202,SZ000633,000633,合金投资,新疆,综合类,主板,19961112
203,SZ000635,000635,英力特,宁夏,化工原料,主板,19961120
204,SZ000636,000636,风华高科,广东,元器件,主板,19961129
205,SZ000637,000637,茂化实华,广东,石油加工,主板,19961114
206,SZ000638,000638,万方发展,吉林,软件服务,主板,19961126
207,SZ000639,000639,西王食品,山东,食品,主板,19961126
208,SZ000650,000650,仁和药业,江西,中成药,主板,19961210
209,SZ000651,000651,格力电器,广东,家用电器,主板,19961118
210,SZ000652,000652,泰达股份,天津,批发业,主板,19961128
211,SZ000655,000655,金岭矿业,山东,普钢,主板,19961128
212,SZ000656,000656,金科股份,重庆,区域地产,主板,19961128
213,SZ000657,000657,中钨高新,海南,小金属,主板,19961205
214,SZ000659,000659,珠海中富,广东,广告包装,主板,19961203
215,SZ000661,000661,长春高新,吉林,生物制药,主板,19961218
216,SZ000662,000662,*ST天夏,广西,软件服务,主板,19961216
217,SZ000663,000663,*ST永林,福建,林业,主板,19961206
218,SZ000665,000665,湖北广电,湖北,影视音像,主板,19961210
219,SZ000666,000666,经纬纺机,北京,多元金融,主板,19961210
220,SZ000667,000667,美好置业,云南,全国地产,主板,19961205
221,SZ000668,000668,荣丰控股,上海,区域地产,主板,19961210
222,SZ000669,000669,*ST金鸿,吉林,供气供热,主板,19961210
223,SZ000670,000670,*ST盈方,湖北,元器件,主板,19961217
224,SZ000671,000671,阳光城,福建,区域地产,主板,19961218
225,SZ000672,000672,上峰水泥,甘肃,水泥,主板,19961218
226,SZ000673,000673,*ST当代,山西,影视音像,主板,19970124
227,SZ000676,000676,智度股份,河南,互联网,主板,19961224
228,SZ000677,000677,恒天海龙,山东,化纤,主板,19961226
229,SZ000678,000678,襄阳轴承,湖北,机械基件,主板,19970106
230,SZ000679,000679,*ST友谊,辽宁,百货,主板,19970124
231,SZ000680,000680,山推股份,山东,工程机械,主板,19970122
232,SZ000681,000681,视觉中国,江苏,互联网,主板,19970121
233,SZ000682,000682,东方电子,山东,软件服务,主板,19970121
234,SZ000683,000683,远兴能源,内蒙,化工原料,主板,19970131
235,SZ000685,000685,中山公用,广东,水务,主板,19970123
236,SZ000686,000686,东北证券,吉林,证券,主板,19970227
237,SZ000687,000687,*ST华讯,河北,通信设备,主板,19970221
238,SZ000688,000688,国城矿业,重庆,铅锌,主板,19970120
239,SZ000690,000690,宝新能源,广东,火力发电,主板,19970128
240,SZ000691,000691,亚太实业,甘肃,区域地产,主板,19970228
241,SZ000692,000692,惠天热电,辽宁,供气供热,主板,19970227
242,SZ000695,000695,滨海能源,天津,广告包装,主板,19970218
243,SZ000697,000697,炼石航空,陕西,航空,主板,19970325
244,SZ000698,000698,沈阳化工,辽宁,化工原料,主板,19970220
245,SZ000700,000700,模塑科技,江苏,汽车配件,主板,19970228
246,SZ000701,000701,厦门信达,福建,综合类,主板,19970226
247,SZ000702,000702,正虹科技,湖南,饲料,主板,19970318
248,SZ000703,000703,恒逸石化,广西,化纤,主板,19970328
249,SZ000705,000705,浙江震元,浙江,医药商业,主板,19970410
250,SZ000707,000707,ST双环,湖北,化工原料,主板,19970415
251,SZ000708,000708,中信特钢,湖北,特种钢,主板,19970326
252,SZ000709,000709,河钢股份,河北,普钢,主板,19970416
253,SZ000710,000710,贝瑞基因,四川,医疗保健,主板,19970422
254,SZ000711,000711,京蓝科技,黑龙江,软件服务,主板,19970411
255,SZ000712,000712,锦龙股份,广东,证券,主板,19970415
256,SZ000713,000713,丰乐种业,安徽,种植业,主板,19970422
257,SZ000715,000715,中兴商业,辽宁,百货,主板,19970508
258,SZ000716,000716,黑芝麻,广西,食品,主板,19970418
259,SZ000717,000717,韶钢松山,广东,普钢,主板,19970508
260,SZ000718,000718,苏宁环球,吉林,区域地产,主板,19970408
261,SZ000719,000719,中原传媒,河南,出版业,主板,19970331
262,SZ000720,000720,新能泰山,山东,区域地产,主板,19970509
263,SZ000721,000721,西安饮食,陕西,酒店餐饮,主板,19970430
264,SZ000722,000722,湖南发展,湖南,水力发电,主板,19970522
265,SZ000723,000723,美锦能源,山西,焦炭加工,主板,19970515
266,SZ000725,000725,京东方A,北京,元器件,主板,20010112
267,SZ000726,000726,鲁泰A,山东,纺织,主板,20001225
268,SZ000727,000727,*ST东科,江苏,元器件,主板,19970520
269,SZ000728,000728,国元证券,安徽,证券,主板,19970616
270,SZ000729,000729,燕京啤酒,北京,啤酒,主板,19970716
271,SZ000731,000731,四川美丰,四川,农药化肥,主板,19970617
272,SZ000732,000732,泰禾集团,福建,区域地产,主板,19970704
273,SZ000733,000733,振华科技,贵州,元器件,主板,19970703
274,SZ000735,000735,罗牛山,海南,农业综合,主板,19970611
275,SZ000736,000736,中交地产,重庆,全国地产,主板,19970425
276,SZ000737,000737,ST南风,山西,日用化工,主板,19970428
277,SZ000738,000738,航发控制,江苏,航空,主板,19970626
278,SZ000739,000739,普洛药业,浙江,化学制药,主板,19970509
279,SZ000750,000750,国海证券,广西,证券,主板,19970709
280,SZ000751,000751,锌业股份,辽宁,铅锌,主板,19970626
281,SZ000752,000752,*ST西发,西藏,啤酒,主板,19970625
282,SZ000753,000753,漳州发展,福建,汽车服务,主板,19970626
283,SZ000755,000755,山西路桥,山西,公路,主板,19970627
284,SZ000756,000756,新华制药,山东,化学制药,主板,19970806
285,SZ000757,000757,浩物股份,四川,汽车配件,主板,19970627
286,SZ000758,000758,中色股份,北京,铅锌,主板,19970416
287,SZ000759,000759,中百集团,湖北,超市连锁,主板,19970519
288,SZ000760,000760,*ST斯太,湖北,汽车配件,主板,19970627
289,SZ000761,000761,本钢板材,辽宁,普钢,主板,19980115
290,SZ000762,000762,西藏矿业,西藏,小金属,主板,19970708
291,SZ000766,000766,通化金马,吉林,化学制药,主板,19970430
292,SZ000767,000767,漳泽电力,山西,火力发电,主板,19970609
293,SZ000768,000768,中航飞机,陕西,航空,主板,19970626
294,SZ000776,000776,广发证券,广东,证券,主板,19970611
295,SZ000777,000777,中核科技,江苏,机械基件,主板,19970710
296,SZ000778,000778,新兴铸管,河北,钢加工,主板,19970606
297,SZ000779,000779,甘咨询,甘肃,建筑工程,主板,19970528
298,SZ000780,000780,*ST平能,内蒙,煤炭开采,主板,19970606
299,SZ000782,000782,美达股份,广东,化纤,主板,19970619
300,SZ000783,000783,长江证券,湖北,证券,主板,19970731
301,SZ000785,000785,居然之家,湖北,百货,主板,19970711
302,SZ000786,000786,北新建材,北京,其他建材,主板,19970606
303,SZ000788,000788,北大医药,重庆,化学制药,主板,19970616
304,SZ000789,000789,万年青,江西,水泥,主板,19970923
305,SZ000790,000790,华神科技,四川,中成药,主板,19980327
306,SZ000791,000791,甘肃电投,甘肃,水力发电,主板,19971014
307,SZ000792,000792,*ST盐湖,青海,化工原料,主板,19970904
308,SZ000793,000793,华闻集团,海南,出版业,主板,19970729
309,SZ000795,000795,英洛华,山西,矿物制品,主板,19970808
310,SZ000796,000796,凯撒旅业,陕西,旅游服务,主板,19970703
311,SZ000797,000797,中国武夷,福建,全国地产,主板,19970715
312,SZ000798,000798,中水渔业,北京,渔业,主板,19980212
313,SZ000799,000799,酒鬼酒,湖南,白酒,主板,19970718
314,SZ000800,000800,一汽解放,吉林,汽车整车,主板,19970618
315,SZ000801,000801,四川九洲,四川,通信设备,主板,19980506
316,SZ000802,000802,北京文化,北京,影视音像,主板,19980108
317,SZ000803,000803,*ST金宇,四川,电气设备,主板,19980303
318,SZ000806,000806,*ST银河,广西,生物制药,主板,19980416
319,SZ000807,000807,云铝股份,云南,铝,主板,19980408
320,SZ000809,000809,铁岭新城,辽宁,区域地产,主板,19980616
321,SZ000810,000810,创维数字,四川,家用电器,主板,19980602
322,SZ000811,000811,冰轮环境,山东,工程机械,主板,19980528
323,SZ000812,000812,陕西金叶,陕西,广告包装,主板,19980623
324,SZ000813,000813,德展健康,新疆,化学制药,主板,19980519
325,SZ000815,000815,美利云,宁夏,造纸,主板,19980609
326,SZ000816,000816,ST慧业,江苏,农用机械,主板,19970818
327,SZ000818,000818,航锦科技,辽宁,化工原料,主板,19971017
328,SZ000819,000819,岳阳兴长,湖南,石油加工,主板,19970625
329,SZ000820,000820,*ST节能,辽宁,环境保护,主板,19980630
330,SZ000821,000821,京山轻机,湖北,轻工机械,主板,19980626
331,SZ000822,000822,山东海化,山东,化工原料,主板,19980703
332,SZ000823,000823,超声电子,广东,元器件,主板,19971008
333,SZ000825,000825,太钢不锈,山西,特种钢,主板,19981021
334,SZ000826,000826,启迪环境,湖北,环境保护,主板,19980225
335,SZ000828,000828,东莞控股,广东,路桥,主板,19970617
336,SZ000829,000829,天音控股,江西,其他商业,主板,19971202
337,SZ000830,000830,鲁西化工,山东,农药化肥,主板,19980807
338,SZ000831,000831,五矿稀土,山西,小金属,主板,19980911
339,SZ000833,000833,粤桂股份,广西,造纸,主板,19981111
340,SZ000835,000835,*ST长动,四川,影视音像,主板,19990625
341,SZ000836,000836,富通鑫茂,天津,通信设备,主板,19970929
342,SZ000837,000837,*ST秦机,陕西,机床制造,主板,19980928
343,SZ000838,000838,财信发展,重庆,区域地产,主板,19970626
344,SZ000839,000839,中信国安,北京,综合类,主板,19971031
345,SZ000848,000848,承德露露,河北,软饮料,主板,19971113
346,SZ000850,000850,华茂股份,安徽,纺织,主板,19981007
347,SZ000851,000851,高鸿股份,贵州,软件服务,主板,19980609
348,SZ000852,000852,石化机械,湖北,化工机械,主板,19981126
349,SZ000856,000856,冀东装备,河北,机械基件,主板,19980813
350,SZ000858,000858,五粮液,四川,白酒,主板,19980427
351,SZ000859,000859,国风塑业,安徽,塑料,主板,19981119
352,SZ000860,000860,顺鑫农业,北京,白酒,主板,19981104
353,SZ000861,000861,海印股份,广东,房产服务,主板,19981028
354,SZ000862,000862,银星能源,宁夏,新型电力,主板,19980915
355,SZ000863,000863,三湘印象,上海,区域地产,主板,19970925
356,SZ000868,000868,ST安凯,安徽,汽车整车,主板,19970725
357,SZ000869,000869,张裕A,山东,红黄酒,主板,20001026
358,SZ000875,000875,吉电股份,吉林,火力发电,主板,20020926
359,SZ000876,000876,新希望,四川,饲料,主板,19980311
360,SZ000877,000877,天山股份,新疆,水泥,主板,19990107
361,SZ000878,000878,云南铜业,云南,铜,主板,19980602
362,SZ000880,000880,潍柴重机,山东,机械基件,主板,19980402
363,SZ000881,000881,中广核技,辽宁,综合类,主板,19980902
364,SZ000882,000882,华联股份,北京,其他商业,主板,19980616
365,SZ000883,000883,湖北能源,湖北,火力发电,主板,19980519
366,SZ000885,000885,城发环境,河南,公路,主板,19990319
367,SZ000886,000886,海南高速,海南,路桥,主板,19980123
368,SZ000887,000887,中鼎股份,安徽,橡胶,主板,19981203
369,SZ000888,000888,峨眉山A,四川,旅游景点,主板,19971021
370,SZ000889,000889,中嘉博创,河北,通信设备,主板,19971218
371,SZ000890,000890,*ST胜尔,江苏,钢加工,主板,19990119
372,SZ000892,000892,欢瑞世纪,重庆,影视音像,主板,19990115
373,SZ000893,000893,东凌国际,广东,食品,主板,19981224
374,SZ000895,000895,双汇发展,河南,食品,主板,19981210
375,SZ000897,000897,津滨发展,天津,区域地产,主板,19990422
376,SZ000898,000898,鞍钢股份,辽宁,普钢,主板,19971225
377,SZ000899,000899,赣能股份,江西,火力发电,主板,19971126
378,SZ000900,000900,现代投资,湖南,路桥,主板,19990128
379,SZ000901,000901,航天科技,黑龙江,航空,主板,19990401
380,SZ000902,000902,新洋丰,湖北,农药化肥,主板,19990408
381,SZ000903,000903,云内动力,云南,机械基件,主板,19990415
382,SZ000905,000905,厦门港务,福建,港口,主板,19990429
383,SZ000906,000906,浙商中拓,浙江,批发业,主板,19990707
384,SZ000908,000908,景峰医药,湖南,化学制药,主板,19990203
385,SZ000909,000909,数源科技,浙江,综合类,主板,19990507
386,SZ000910,000910,大亚圣象,江苏,家居用品,主板,19990630
387,SZ000911,000911,ST南糖,广西,食品,主板,19990527
388,SZ000912,000912,泸天化,四川,农药化肥,主板,19990603
389,SZ000913,000913,钱江摩托,浙江,摩托车,主板,19990514
390,SZ000915,000915,山大华特,山东,化学制药,主板,19990609
391,SZ000917,000917,电广传媒,湖南,影视音像,主板,19990325
392,SZ000918,000918,嘉凯城,浙江,全国地产,主板,19990720
393,SZ000919,000919,金陵药业,江苏,化学制药,主板,19991118
394,SZ000920,000920,南方汇通,贵州,环境保护,主板,19990616
395,SZ000921,000921,海信家电,广东,家用电器,主板,19990713
396,SZ000922,000922,佳电股份,黑龙江,电气设备,主板,19990618
397,SZ000923,000923,河钢资源,河北,普钢,主板,19990714
398,SZ000925,000925,众合科技,浙江,专用机械,主板,19990611
399,SZ000926,000926,福星股份,湖北,区域地产,主板,19990618
400,SZ000927,000927,*ST夏利,天津,汽车整车,主板,19990727
401,SZ000928,000928,中钢国际,吉林,建筑工程,主板,19990312
402,SZ000929,000929,兰州黄河,甘肃,啤酒,主板,19990623
403,SZ000930,000930,中粮科技,安徽,农业综合,主板,19990712
404,SZ000931,000931,中关村,北京,生物制药,主板,19990712
405,SZ000932,000932,华菱钢铁,湖南,普钢,主板,19990803
406,SZ000933,000933,神火股份,河南,煤炭开采,主板,19990831
407,SZ000935,000935,四川双马,四川,水泥,主板,19990824
408,SZ000936,000936,华西股份,江苏,化纤,主板,19990810
409,SZ000937,000937,冀中能源,河北,煤炭开采,主板,19990909
410,SZ000938,000938,紫光股份,北京,软件服务,主板,19991104
411,SZ000948,000948,南天信息,云南,软件服务,主板,19991014
412,SZ000949,000949,新乡化纤,河南,化纤,主板,19991021
413,SZ000950,000950,重药控股,重庆,医药商业,主板,19990916
414,SZ000951,000951,中国重汽,山东,汽车整车,主板,19991125
415,SZ000952,000952,广济药业,湖北,化学制药,主板,19991112
416,SZ000953,000953,*ST河化,广西,农药化肥,主板,19991202
417,SZ000955,000955,欣龙控股,海南,纺织,主板,19991209
418,SZ000957,000957,中通客车,山东,汽车整车,主板,20000113
419,SZ000958,000958,东方能源,河北,火力发电,主板,19991223
420,SZ000959,000959,首钢股份,北京,普钢,主板,19991216
421,SZ000960,000960,锡业股份,云南,小金属,主板,20000221
422,SZ000961,000961,中南建设,江苏,建筑工程,主板,20000301
423,SZ000962,000962,东方钽业,宁夏,小金属,主板,20000120
424,SZ000963,000963,华东医药,浙江,化学制药,主板,20000127
425,SZ000965,000965,天保基建,天津,区域地产,主板,20000406
426,SZ000966,000966,长源电力,湖北,火力发电,主板,20000316
427,SZ000967,000967,盈峰环境,浙江,环境保护,主板,20000330
428,SZ000968,000968,蓝焰控股,山西,煤炭开采,主板,20000622
429,SZ000969,000969,安泰科技,北京,钢加工,主板,20000529
430,SZ000970,000970,中科三环,北京,元器件,主板,20000420
431,SZ000971,000971,*ST高升,湖北,互联网,主板,20000427
