,code,symbol,name,area,fullname,market,list_date
934,SZ002483,002483,润邦股份,江苏,工程机械,中小板,20100929
935,SZ002484,002484,江海股份,江苏,元器件,中小板,20100929
936,SZ002485,002485,希努尔,山东,服饰,中小板,20101015
937,SZ002486,002486,嘉麟杰,上海,服饰,中小板,20101015
938,SZ002487,002487,大金重工,辽宁,钢加工,中小板,20101015
939,SZ002488,002488,金固股份,浙江,汽车配件,中小板,20101021
940,SZ002489,002489,浙江永强,浙江,家居用品,中小板,20101021
941,SZ002490,002490,山东墨龙,山东,化工机械,中小板,20101021
942,SZ002491,002491,通鼎互联,江苏,通信设备,中小板,20101021
943,SZ002492,002492,恒基达鑫,广东,仓储物流,中小板,20101102
944,SZ002493,002493,荣盛石化,浙江,化纤,中小板,20101102
945,SZ002494,002494,华斯股份,河北,服饰,中小板,20101102
946,SZ002495,002495,佳隆股份,广东,食品,中小板,20101102
947,SZ002496,002496,*ST辉丰,江苏,农药化肥,中小板,20101109
948,SZ002497,002497,雅化集团,四川,化工原料,中小板,20101109
949,SZ002498,002498,汉缆股份,山东,电气设备,中小板,20101109
950,SZ002499,002499,*ST科林,江苏,环境保护,中小板,20101109
951,SZ002500,002500,山西证券,山西,证券,中小板,20101115
952,SZ002501,002501,*ST利源,吉林,铝,中小板,20101117
953,SZ002502,002502,*ST鼎龙,广东,影视音像,中小板,20101117
954,SZ002503,002503,搜于特,广东,服饰,中小板,20101117
955,SZ002504,002504,弘高创意,北京,装修装饰,中小板,20101118
956,SZ002505,002505,大康农业,湖南,农业综合,中小板,20101118
957,SZ002506,002506,协鑫集成,上海,电气设备,中小板,20101118
958,SZ002507,002507,涪陵榨菜,重庆,食品,中小板,20101123
959,SZ002508,002508,老板电器,浙江,家用电器,中小板,20101123
960,SZ002509,002509,天茂退,,,中小板,20101123
961,SZ002510,002510,天汽模,天津,汽车配件,中小板,20101125
962,SZ002511,002511,中顺洁柔,广东,造纸,中小板,20101125
963,SZ002512,002512,达华智能,福建,元器件,中小板,20101203
964,SZ002513,002513,*ST蓝丰,江苏,农药化肥,中小板,20101203
965,SZ002514,002514,宝馨科技,江苏,机械基件,中小板,20101203
966,SZ002515,002515,金字火腿,浙江,食品,中小板,20101203
967,SZ002516,002516,旷达科技,江苏,纺织,中小板,20101207
968,SZ002517,002517,恺英网络,福建,互联网,中小板,20101207
969,SZ002518,002518,科士达,深圳,电气设备,中小板,20101207
970,SZ002519,002519,银河电子,江苏,通信设备,中小板,20101207
971,SZ002520,002520,日发精机,浙江,机床制造,中小板,20101210
972,SZ002521,002521,齐峰新材,山东,造纸,中小板,20101210
973,SZ002522,002522,浙江众成,浙江,塑料,中小板,20101210
974,SZ002523,002523,天桥起重,湖南,工程机械,中小板,20101210
975,SZ002524,002524,光正集团,新疆,医疗保健,中小板,20101217
976,SZ002526,002526,山东矿机,山东,工程机械,中小板,20101217
977,SZ002527,002527,新时达,上海,电器仪表,中小板,20101224
978,SZ002528,002528,英飞拓,深圳,IT设备,中小板,20101224
979,SZ002529,002529,*ST海源,福建,专用机械,中小板,20101224
980,SZ002530,002530,金财互联,江苏,软件服务,中小板,20101231
981,SZ002531,002531,天顺风能,江苏,电气设备,中小板,20101231
982,SZ002532,002532,新界泵业,浙江,农用机械,中小板,20101231
983,SZ002533,002533,金杯电工,湖南,电气设备,中小板,20101231
984,SZ002534,002534,杭锅股份,浙江,专用机械,中小板,20110110
985,SZ002535,002535,*ST林重,河南,工程机械,中小板,20110111
986,SZ002536,002536,飞龙股份,河南,汽车配件,中小板,20110111
987,SZ002537,002537,海联金汇,山东,汽车整车,中小板,20110110
988,SZ002538,002538,司尔特,安徽,农药化肥,中小板,20110118
989,SZ002539,002539,云图控股,四川,农药化肥,中小板,20110118
990,SZ002540,002540,亚太科技,江苏,铝,中小板,20110118
991,SZ002541,002541,鸿路钢构,安徽,钢加工,中小板,20110118
992,SZ002542,002542,中化岩土,北京,建筑工程,中小板,20110128
993,SZ002543,002543,万和电气,广东,家用电器,中小板,20110128
994,SZ002544,002544,杰赛科技,广东,软件服务,中小板,20110128
995,SZ002545,002545,东方铁塔,山东,农药化肥,中小板,20110211
996,SZ002546,002546,新联电子,江苏,电气设备,中小板,20110211
997,SZ002547,002547,春兴精工,江苏,通信设备,中小板,20110218
998,SZ002548,002548,金新农,深圳,饲料,中小板,20110218
999,SZ002549,002549,凯美特气,湖南,环境保护,中小板,20110218
1000,SZ002550,002550,千红制药,江苏,生物制药,中小板,20110218
1001,SZ002551,002551,尚荣医疗,深圳,医疗保健,中小板,20110225
1002,SZ002552,002552,宝鼎科技,浙江,机械基件,中小板,20110225
1003,SZ002553,002553,南方轴承,江苏,汽车配件,中小板,20110225
1004,SZ002554,002554,惠博普,湖南,石油开采,中小板,20110225
1005,SZ002555,002555,三七互娱,安徽,互联网,中小板,20110302
1006,SZ002556,002556,辉隆股份,安徽,其他商业,中小板,20110302
1007,SZ002557,002557,洽洽食品,安徽,食品,中小板,20110302
1008,SZ002558,002558,巨人网络,重庆,互联网,中小板,20110302
1009,SZ002559,002559,亚威股份,江苏,机床制造,中小板,20110303
1010,SZ002560,002560,通达股份,河南,电气设备,中小板,20110303
1011,SZ002561,002561,徐家汇,上海,百货,中小板,20110303
1012,SZ002562,002562,兄弟科技,浙江,化学制药,中小板,20110310
1013,SZ002563,002563,森马服饰,浙江,服饰,中小板,20110311
1014,SZ002564,002564,天沃科技,江苏,建筑工程,中小板,20110310
1015,SZ002565,002565,顺灏股份,上海,造纸,中小板,20110318
1016,SZ002566,002566,益盛药业,吉林,中成药,中小板,20110318
1017,SZ002567,002567,唐人神,湖南,饲料,中小板,20110325
1018,SZ002568,002568,百润股份,上海,红黄酒,中小板,20110325
1019,SZ002569,002569,ST步森,浙江,服饰,中小板,20110412
1020,SZ002570,002570,贝因美,浙江,乳制品,中小板,20110412
1021,SZ002571,002571,德力股份,安徽,玻璃,中小板,20110412
1022,SZ002572,002572,索菲亚,广东,家居用品,中小板,20110412
1023,SZ002573,002573,清新环境,北京,环境保护,中小板,20110422
1024,SZ002574,002574,明牌珠宝,浙江,服饰,中小板,20110422
1025,SZ002575,002575,*ST群兴,广东,文教休闲,中小板,20110422
1026,SZ002576,002576,通达动力,江苏,电气设备,中小板,20110428
1027,SZ002577,002577,雷柏科技,深圳,IT设备,中小板,20110428
1028,SZ002578,002578,闽发铝业,福建,铝,中小板,20110428
1029,SZ002579,002579,中京电子,广东,元器件,中小板,20110506
1030,SZ002580,002580,圣阳股份,山东,电气设备,中小板,20110506
1031,SZ002581,002581,未名医药,山东,生物制药,中小板,20110520
1032,SZ002582,002582,好想你,河南,食品,中小板,20110520
1033,SZ002583,002583,海能达,深圳,通信设备,中小板,20110527
1034,SZ002584,002584,西陇科学,广东,化工原料,中小板,20110602
1035,SZ002585,002585,双星新材,江苏,塑料,中小板,20110602
1036,SZ002586,002586,*ST围海,浙江,建筑工程,中小板,20110602
1037,SZ002587,002587,奥拓电子,深圳,元器件,中小板,20110610
1038,SZ002588,002588,史丹利,山东,农药化肥,中小板,20110610
1039,SZ002589,002589,瑞康医药,山东,医药商业,中小板,20110610
1040,SZ002590,002590,万安科技,浙江,汽车配件,中小板,20110610
1041,SZ002591,002591,恒大高新,江西,化工原料,中小板,20110621
1042,SZ002592,002592,ST八菱,广西,汽车配件,中小板,20111111
1043,SZ002593,002593,日上集团,福建,汽车配件,中小板,20110628
1044,SZ002594,002594,比亚迪,深圳,汽车整车,中小板,20110630
1045,SZ002595,002595,豪迈科技,山东,专用机械,中小板,20110628
1046,SZ002596,002596,海南瑞泽,海南,其他建材,中小板,20110707
1047,SZ002597,002597,金禾实业,安徽,化工原料,中小板,20110707
1048,SZ002598,002598,山东章鼓,山东,机械基件,中小板,20110707
1049,SZ002599,002599,盛通股份,北京,广告包装,中小板,20110715
1050,SZ002600,002600,领益智造,广东,元器件,中小板,20110715
1051,SZ002601,002601,龙蟒佰利,河南,化工原料,中小板,20110715
1052,SZ002602,002602,世纪华通,浙江,互联网,中小板,20110728
1053,SZ002603,002603,以岭药业,河北,中成药,中小板,20110728
1054,SZ002605,002605,姚记科技,上海,文教休闲,中小板,20110805
1055,SZ002606,002606,大连电瓷,辽宁,电气设备,中小板,20110805
1056,SZ002607,002607,中公教育,安徽,文教休闲,中小板,20110810
1057,SZ002608,002608,江苏国信,江苏,火力发电,中小板,20110810
1058,SZ002609,002609,捷顺科技,深圳,软件服务,中小板,20110815
1059,SZ002610,002610,爱康科技,江苏,电气设备,中小板,20110815
1060,SZ002611,002611,东方精工,广东,轻工机械,中小板,20110830
1061,SZ002612,002612,朗姿股份,北京,服饰,中小板,20110830
1062,SZ002613,002613,北玻股份,河南,专用机械,中小板,20110830
1063,SZ002614,002614,奥佳华,福建,医疗保健,中小板,20110909
1064,SZ002615,002615,哈尔斯,浙江,家居用品,中小板,20110909
1065,SZ002616,002616,长青集团,广东,环境保护,中小板,20110920
1066,SZ002617,002617,露笑科技,浙江,电气设备,中小板,20110920
1067,SZ002618,002618,丹邦科技,深圳,元器件,中小板,20110920
1068,SZ002619,002619,艾格拉斯,浙江,互联网,中小板,20110929
1069,SZ002620,002620,瑞和股份,深圳,装修装饰,中小板,20110929
1070,SZ002621,002621,美吉姆,辽宁,文教休闲,中小板,20110929
1071,SZ002622,002622,融钰集团,吉林,综合类,中小板,20111018
1072,SZ002623,002623,亚玛顿,江苏,玻璃,中小板,20111013
1073,SZ002624,002624,完美世界,浙江,影视音像,中小板,20111028
1074,SZ002625,002625,光启技术,浙江,汽车配件,中小板,20111103
1075,SZ002626,002626,金达威,福建,食品,中小板,20111028
1076,SZ002627,002627,宜昌交运,湖北,公共交通,中小板,20111103
1077,SZ002628,002628,成都路桥,四川,建筑工程,中小板,20111103
1078,SZ002629,002629,*ST仁智,浙江,石油开采,中小板,20111103
1079,SZ002630,002630,华西能源,四川,专用机械,中小板,20111111
1080,SZ002631,002631,德尔未来,江苏,家居用品,中小板,20111111
1081,SZ002632,002632,道明光学,浙江,化工原料,中小板,20111122
1082,SZ002633,002633,申科股份,浙江,机械基件,中小板,20111122
1083,SZ002634,002634,棒杰股份,浙江,服饰,中小板,20111205
1084,SZ002635,002635,安洁科技,江苏,IT设备,中小板,20111125
1085,SZ002636,002636,金安国纪,上海,元器件,中小板,20111125
1086,SZ002637,002637,赞宇科技,浙江,日用化工,中小板,20111125
1087,SZ002638,002638,*ST勤上,广东,文教休闲,中小板,20111125
1088,SZ002639,002639,雪人股份,福建,专用机械,中小板,20111205
1089,SZ002640,002640,跨境通,山西,互联网,中小板,20111208
1090,SZ002641,002641,永高股份,浙江,塑料,中小板,20111208
1091,SZ002642,002642,荣之联,北京,软件服务,中小板,20111220
1092,SZ002643,002643,万润股份,山东,化工原料,中小板,20111220
1093,SZ002644,002644,佛慈制药,甘肃,中成药,中小板,20111222
1094,SZ002645,002645,华宏科技,江苏,专用机械,中小板,20111220
1095,SZ002646,002646,青青稞酒,青海,白酒,中小板,20111222
1096,SZ002647,002647,仁东控股,浙江,多元金融,中小板,20111228
1097,SZ002648,002648,卫星石化,浙江,化工原料,中小板,20111228
1098,SZ002649,002649,博彦科技,北京,软件服务,中小板,20120106
1099,SZ002650,002650,ST加加,湖南,食品,中小板,20120106
1100,SZ002651,002651,利君股份,四川,专用机械,中小板,20120106
1101,SZ002652,002652,扬子新材,江苏,其他建材,中小板,20120119
1102,SZ002653,002653,海思科,西藏,化学制药,中小板,20120117
1103,SZ002654,002654,万润科技,深圳,互联网,中小板,20120217
1104,SZ002655,002655,共达电声,山东,元器件,中小板,20120217
1105,SZ002656,002656,ST摩登,广东,服饰,中小板,20120228
1106,SZ002657,002657,中科金财,北京,软件服务,中小板,20120228
1107,SZ002658,002658,雪迪龙,北京,环境保护,中小板,20120309
1108,SZ002659,002659,凯文教育,北京,文教休闲,中小板,20120309
1109,SZ002660,002660,茂硕电源,深圳,电气设备,中小板,20120316
1110,SZ002661,002661,克明面业,湖南,食品,中小板,20120316
1111,SZ002662,002662,京威股份,北京,汽车配件,中小板,20120309
1112,SZ002663,002663,普邦股份,广东,建筑工程,中小板,20120316
1113,SZ002664,002664,长鹰信质,浙江,汽车配件,中小板,20120316
1114,SZ002665,002665,首航高科,北京,电气设备,中小板,20120327
1115,SZ002666,002666,德联集团,广东,化工原料,中小板,20120327
1116,SZ002667,002667,鞍重股份,辽宁,工程机械,中小板,20120329
1117,SZ002668,002668,奥马电器,广东,家用电器,中小板,20120416
1118,SZ002669,002669,康达新材,上海,化工原料,中小板,20120416
1119,SZ002670,002670,国盛金控,广东,证券,中小板,20120416
1120,SZ002671,002671,龙泉股份,山东,其他建材,中小板,20120426
1121,SZ002672,002672,东江环保,深圳,环境保护,中小板,20120426
1122,SZ002673,002673,西部证券,陕西,证券,中小板,20120503
1123,SZ002674,002674,兴业科技,福建,纺织,中小板,20120507
1124,SZ002675,002675,东诚药业,山东,化学制药,中小板,20120525
1125,SZ002676,002676,顺威股份,广东,塑料,中小板,20120525
1126,SZ002677,002677,浙江美大,浙江,家用电器,中小板,20120525
1127,SZ002678,002678,珠江钢琴,广东,文教休闲,中小板,20120530
1128,SZ002679,002679,福建金森,福建,林业,中小板,20120605
1129,SZ002681,002681,*ST奋达,深圳,家用电器,中小板,20120605
1130,SZ002682,002682,龙洲股份,福建,公路,中小板,20120612
1131,SZ002683,002683,宏大爆破,广东,化工原料,中小板,20120612
1132,SZ002684,002684,*ST猛狮,广东,电气设备,中小板,20120612
1133,SZ002685,002685,华东重机,江苏,工程机械,中小板,20120612
1134,SZ002686,002686,亿利达,浙江,专用机械,中小板,20120703
1135,SZ002687,002687,乔治白,浙江,服饰,中小板,20120713
1136,SZ002688,002688,金河生物,内蒙,化学制药,中小板,20120713
1137,SZ002689,002689,远大智能,辽宁,运输设备,中小板,20120717
1138,SZ002690,002690,美亚光电,安徽,专用机械,中小板,20120731
1139,SZ002691,002691,冀凯股份,河北,专用机械,中小板,20120731
1140,SZ002692,002692,ST远程,江苏,电气设备,中小板,20120808
1141,SZ002693,002693,双成药业,海南,化学制药,中小板,20120808
1142,SZ002694,002694,顾地科技,湖北,塑料,中小板,20120816
1143,SZ002695,002695,煌上煌,江西,食品,中小板,20120905
1144,SZ002696,002696,百洋股份,广西,渔业,中小板,20120905
1145,SZ002697,002697,红旗连锁,四川,超市连锁,中小板,20120905
1146,SZ002698,002698,博实股份,黑龙江,化工机械,中小板,20120911
1147,SZ002699,002699,美盛文化,浙江,服饰,中小板,20120911
1148,SZ002700,002700,ST浩源,新疆,供气供热,中小板,20120921
1149,SZ002701,002701,奥瑞金,北京,广告包装,中小板,20121011
1150,SZ002702,002702,海欣食品,福建,食品,中小板,20121011
1151,SZ002703,002703,浙江世宝,浙江,汽车配件,中小板,20121102
1152,SZ002705,002705,新宝股份,广东,家用电器,中小板,20140121
1153,SZ002706,002706,良信电器,上海,电气设备,中小板,20140121
1154,SZ002707,002707,众信旅游,北京,旅游服务,中小板,20140123
1155,SZ002708,002708,光洋股份,江苏,汽车配件,中小板,20140121
1156,SZ002709,002709,天赐材料,广东,化工原料,中小板,20140123
1157,SZ002711,002711,*ST欧浦,广东,仓储物流,中小板,20140127
1158,SZ002712,002712,思美传媒,浙江,广告包装,中小板,20140123
1159,SZ002713,002713,东易日盛,北京,装修装饰,中小板,20140219
1160,SZ002714,002714,牧原股份,河南,农业综合,中小板,20140128
1161,SZ002715,002715,登云股份,广东,汽车配件,中小板,20140219
1162,SZ002716,002716,*ST金贵,湖南,小金属,中小板,20140128
1163,SZ002717,002717,岭南股份,广东,环境保护,中小板,20140219
1164,SZ002718,002718,友邦吊顶,浙江,家居用品,中小板,20140128
1165,SZ002719,002719,*ST麦趣,新疆,乳制品,中小板,20140128
1166,SZ002721,002721,金一文化,北京,服饰,中小板,20140127
1167,SZ002722,002722,金轮股份,江苏,纺织机械,中小板,20140128
1168,SZ002723,002723,金莱特,广东,家用电器,中小板,20140129
1169,SZ002724,002724,海洋王,深圳,半导体,中小板,20141104
1170,SZ002725,002725,跃岭股份,浙江,汽车配件,中小板,20140129
1171,SZ002726,002726,龙大肉食,山东,食品,中小板,20140626
1172,SZ002727,002727,一心堂,云南,医药商业,中小板,20140702
1173,SZ002728,002728,特一药业,广东,中成药,中小板,20140731
1174,SZ002729,002729,好利来,福建,元器件,中小板,20140912
1175,SZ002730,002730,电光科技,浙江,电气设备,中小板,20141009
1176,SZ002731,002731,萃华珠宝,辽宁,服饰,中小板,20141104
1177,SZ002732,002732,燕塘乳业,广东,乳制品,中小板,20141205
1178,SZ002733,002733,雄韬股份,深圳,电气设备,中小板,20141203
1179,SZ002734,002734,利民股份,江苏,农药化肥,中小板,20150127
1180,SZ002735,002735,王子新材,深圳,塑料,中小板,20141203
1181,SZ002736,002736,国信证券,深圳,证券,中小板,20141229
1182,SZ002737,002737,葵花药业,黑龙江,中成药,中小板,20141230
1183,SZ002738,002738,中矿资源,北京,小金属,中小板,20141230
1184,SZ002739,002739,万达电影,北京,影视音像,中小板,20150122
1185,SZ002740,002740,爱迪尔,福建,服饰,中小板,20150122
1186,SZ002741,002741,光华科技,广东,化工原料,中小板,20150216
1187,SZ002742,002742,三圣股份,重庆,其他建材,中小板,20150217
1188,SZ002743,002743,富煌钢构,安徽,钢加工,中小板,20150217
1189,SZ002745,002745,木林森,广东,半导体,中小板,20150217
1190,SZ002746,002746,仙坛股份,山东,农业综合,中小板,20150216
1191,SZ002747,002747,埃斯顿,江苏,机械基件,中小板,20150320
1192,SZ002748,002748,世龙实业,江西,化工原料,中小板,20150319
1193,SZ002749,002749,国光股份,四川,农药化肥,中小板,20150320
1194,SZ002750,002750,龙津药业,云南,中成药,中小板,20150324
1195,SZ002751,002751,易尚展示,深圳,家居用品,中小板,20150424
1196,SZ002752,002752,昇兴股份,福建,广告包装,中小板,20150422
1197,SZ002753,002753,永东股份,山西,化工原料,中小板,20150519
1198,SZ002755,002755,奥赛康,北京,化学制药,中小板,20150515
1199,SZ002756,002756,永兴材料,浙江,特种钢,中小板,20150515
1200,SZ002757,002757,南兴股份,广东,专用机械,中小板,20150527
1201,SZ002758,002758,华通医药,浙江,医药商业,中小板,20150527
1202,SZ002759,002759,天际股份,广东,家用电器,中小板,20150528
1203,SZ002760,002760,凤形股份,安徽,机械基件,中小板,20150611
1204,SZ002761,002761,多喜爱,湖南,建筑工程,中小板,20150610
1205,SZ002762,002762,金发拉比,广东,服饰,中小板,20150610
1206,SZ002763,002763,汇洁股份,深圳,服饰,中小板,20150610
1207,SZ002765,002765,蓝黛传动,重庆,汽车配件,中小板,20150612
1208,SZ002766,002766,*ST索菱,深圳,汽车配件,中小板,20150611
1209,SZ002767,002767,先锋电子,浙江,电器仪表,中小板,20150612
1210,SZ002768,002768,国恩股份,山东,塑料,中小板,20150630
1211,SZ002769,002769,普路通,深圳,仓储物流,中小板,20150629
1212,SZ002770,002770,ST科迪,河南,乳制品,中小板,20150630
1213,SZ002771,002771,真视通,北京,软件服务,中小板,20150629
1214,SZ002772,002772,众兴菌业,甘肃,种植业,中小板,20150626
1215,SZ002773,002773,康弘药业,四川,化学制药,中小板,20150626
1216,SZ002774,002774,快意电梯,广东,运输设备,中小板,20170324
1217,SZ002775,002775,文科园林,深圳,建筑工程,中小板,20150629
1218,SZ002776,002776,柏堡龙,广东,服饰,中小板,20150626
1219,SZ002777,002777,久远银海,四川,软件服务,中小板,20151231
1220,SZ002778,002778,高科石化,江苏,石油加工,中小板,20160106
1221,SZ002779,002779,中坚科技,浙江,农用机械,中小板,20151209
1222,SZ002780,002780,三夫户外,北京,其他商业,中小板,20151209
1223,SZ002781,002781,奇信股份,深圳,装修装饰,中小板,20151222
1224,SZ002782,002782,可立克,深圳,电气设备,中小板,20151222
1225,SZ002783,002783,凯龙股份,湖北,化工原料,中小板,20151209
1226,SZ002785,002785,万里石,福建,其他建材,中小板,20151223
1227,SZ002786,002786,银宝山新,深圳,专用机械,中小板,20151223
1228,SZ002787,002787,华源控股,江苏,广告包装,中小板,20151231
1229,SZ002788,002788,鹭燕医药,福建,医药商业,中小板,20160218
1230,SZ002789,002789,建艺集团,深圳,装修装饰,中小板,20160311
1231,SZ002790,002790,瑞尔特,福建,家居用品,中小板,20160308
1232,SZ002791,002791,坚朗五金,广东,其他建材,中小板,20160329
1233,SZ002792,002792,通宇通讯,广东,通信设备,中小板,20160328
1234,SZ002793,002793,罗欣药业,浙江,化学制药,中小板,20160415
1235,SZ002795,002795,永和智控,浙江,机械基件,中小板,20160428
1236,SZ002796,002796,世嘉科技,江苏,专用机械,中小板,20160510
1237,SZ002797,002797,第一创业,深圳,证券,中小板,20160511
1238,SZ002798,002798,帝欧家居,四川,家居用品,中小板,20160525
1239,SZ002799,002799,环球印务,陕西,广告包装,中小板,20160608
1240,SZ002800,002800,天顺股份,新疆,仓储物流,中小板,20160530
1241,SZ002801,002801,微光股份,浙江,电气设备,中小板,20160622
1242,SZ002802,002802,洪汇新材,江苏,化工原料,中小板,20160629
1243,SZ002803,002803,吉宏股份,福建,互联网,中小板,20160712
1244,SZ002805,002805,丰元股份,山东,化工原料,中小板,20160707
1245,SZ002806,002806,华锋股份,广东,元器件,中小板,20160726
1246,SZ002807,002807,江阴银行,江苏,银行,中小板,20160902
1247,SZ002808,002808,恒久科技,江苏,元器件,中小板,20160812
1248,SZ002809,002809,红墙股份,广东,化工原料,中小板,20160823
1249,SZ002810,002810,山东赫达,山东,化工原料,中小板,20160826
1250,SZ002811,002811,郑中设计,深圳,装修装饰,中小板,20160908
1251,SZ002812,002812,恩捷股份,云南,广告包装,中小板,20160914
1252,SZ002813,002813,路畅科技,深圳,汽车配件,中小板,20161012
1253,SZ002815,002815,崇达技术,深圳,元器件,中小板,20161012
1254,SZ002816,002816,和科达,深圳,专用机械,中小板,20161025
1255,SZ002817,002817,黄山胶囊,安徽,化学制药,中小板,20161025
1256,SZ002818,002818,富森美,四川,其他商业,中小板,20161109
1257,SZ002819,002819,东方中科,北京,电器仪表,中小板,20161111
1258,SZ002820,002820,桂发祥,天津,食品,中小板,20161118
1259,SZ002821,002821,凯莱英,天津,生物制药,中小板,20161118
1260,SZ002822,002822,中装建设,深圳,装修装饰,中小板,20161129
1261,SZ002823,002823,凯中精密,深圳,机械基件,中小板,20161124
1262,SZ002824,002824,和胜股份,广东,铝,中小板,20170112
1263,SZ002825,002825,纳尔股份,上海,化工原料,中小板,20161129
1264,SZ002826,002826,易明医药,西藏,中成药,中小板,20161209
1265,SZ002827,002827,高争民爆,西藏,化工原料,中小板,20161209
1266,SZ002828,002828,贝肯能源,新疆,石油开采,中小板,20161208
1267,SZ002829,002829,星网宇达,北京,通信设备,中小板,20161213
1268,SZ002830,002830,名雕股份,深圳,装修装饰,中小板,20161213
1269,SZ002831,002831,裕同科技,深圳,广告包装,中小板,20161216
1270,SZ002832,002832,比音勒芬,广东,服饰,中小板,20161223
1271,SZ002833,002833,弘亚数控,广东,专用机械,中小板,20161228
1272,SZ002835,002835,同为股份,深圳,元器件,中小板,20161228
1273,SZ002836,002836,新宏泽,广东,广告包装,中小板,20161229
1274,SZ002837,002837,英维克,深圳,专用机械,中小板,20161229
1275,SZ002838,002838,道恩股份,山东,塑料,中小板,20170106
1276,SZ002839,002839,张家港行,江苏,银行,中小板,20170124
1277,SZ002840,002840,华统股份,浙江,食品,中小板,20170110
1278,SZ002841,002841,视源股份,广东,元器件,中小板,20170119
1279,SZ002842,002842,翔鹭钨业,广东,小金属,中小板,20170119
1280,SZ002843,002843,泰嘉股份,湖南,钢加工,中小板,20170120
1281,SZ002845,002845,同兴达,深圳,元器件,中小板,20170125
1282,SZ002846,002846,英联股份,广东,广告包装,中小板,20170207
1283,SZ002847,002847,盐津铺子,湖南,食品,中小板,20170208
1284,SZ002848,002848,高斯贝尔,湖南,通信设备,中小板,20170213
1285,SZ002849,002849,威星智能,浙江,电器仪表,中小板,20170217
1286,SZ002850,002850,科达利,深圳,机械基件,中小板,20170302
1287,SZ002851,002851,麦格米特,深圳,电气设备,中小板,20170306
1288,SZ002852,002852,道道全,湖南,食品,中小板,20170310
1289,SZ002853,002853,皮阿诺,广东,家居用品,中小板,20170310
1290,SZ002855,002855,捷荣技术,广东,塑料,中小板,20170321
1291,SZ002856,002856,美芝股份,深圳,装修装饰,中小板,20170320
1292,SZ002857,002857,三晖电气,河南,电器仪表,中小板,20170323
1293,SZ002858,002858,力盛赛车,上海,文教休闲,中小板,20170324
1294,SZ002859,002859,洁美科技,浙江,元器件,中小板,20170407
1295,SZ002860,002860,星帅尔,浙江,电气设备,中小板,20170412
1296,SZ002861,002861,瀛通通讯,湖北,通信设备,中小板,20170413
1297,SZ002862,002862,实丰文化,广东,文教休闲,中小板,20170411
1298,SZ002863,002863,今飞凯达,浙江,汽车配件,中小板,20170418
1299,SZ002864,002864,盘龙药业,陕西,中成药,中小板,20171116
1300,SZ002865,002865,钧达股份,海南,汽车配件,中小板,20170425
1301,SZ002866,002866,传艺科技,江苏,IT设备,中小板,20170426
1302,SZ002867,002867,周大生,深圳,服饰,中小板,20170427
1303,SZ002868,002868,绿康生化,福建,农业综合,中小板,20170503
1304,SZ002869,002869,金溢科技,深圳,通信设备,中小板,20170515
1305,SZ002870,002870,香山股份,广东,电器仪表,中小板,20170515
1306,SZ002871,002871,伟隆股份,山东,机械基件,中小板,20170511
1307,SZ002872,002872,*ST天圣,重庆,化学制药,中小板,20170519
1308,SZ002873,002873,新天药业,贵州,中成药,中小板,20170519
1309,SZ002875,002875,安奈儿,深圳,服饰,中小板,20170601
1310,SZ002876,002876,三利谱,深圳,元器件,中小板,20170525
1311,SZ002877,002877,智能自控,江苏,电器仪表,中小板,20170605
1312,SZ002878,002878,元隆雅图,北京,文教休闲,中小板,20170606
1313,SZ002879,002879,长缆科技,湖南,电气设备,中小板,20170707
1314,SZ002880,002880,卫光生物,深圳,生物制药,中小板,20170616
1315,SZ002881,002881,美格智能,深圳,通信设备,中小板,20170622
1316,SZ002882,002882,金龙羽,深圳,电气设备,中小板,20170717
1317,SZ002883,002883,中设股份,江苏,建筑工程,中小板,20170620
1318,SZ002884,002884,凌霄泵业,广东,专用机械,中小板,20170711
1319,SZ002885,002885,京泉华,深圳,元器件,中小板,20170627
1320,SZ002886,002886,沃特股份,深圳,塑料,中小板,20170627
1321,SZ002887,002887,绿茵生态,天津,环境保护,中小板,20170801
1322,SZ002888,002888,惠威科技,广东,元器件,中小板,20170721
1323,SZ002889,002889,东方嘉盛,深圳,仓储物流,中小板,20170731
1324,SZ002890,002890,弘宇股份,山东,农用机械,中小板,20170802
1325,SZ002891,002891,中宠股份,山东,饲料,中小板,20170821
1326,SZ002892,002892,科力尔,湖南,电气设备,中小板,20170817
1327,SZ002893,002893,华通热力,北京,供气供热,中小板,20170915
1328,SZ002895,002895,川恒股份,贵州,化工原料,中小板,20170825
1329,SZ002896,002896,中大力德,浙江,机械基件,中小板,20170829
1330,SZ002897,002897,意华股份,浙江,元器件,中小板,20170907
1331,SZ002898,002898,赛隆药业,广东,化学制药,中小板,20170912
1332,SZ002899,002899,英派斯,山东,文教休闲,中小板,20170915
1333,SZ002900,002900,哈三联,黑龙江,化学制药,中小板,20170922
1334,SZ002901,002901,大博医疗,福建,医疗保健,中小板,20170922
1335,SZ002902,002902,铭普光磁,广东,元器件,中小板,20170929
1336,SZ002903,002903,宇环数控,湖南,机床制造,中小板,20171013
1337,SZ002905,002905,金逸影视,广东,影视音像,中小板,20171016
1338,SZ002906,002906,华阳集团,广东,汽车配件,中小板,20171013
1339,SZ002907,002907,华森制药,重庆,化学制药,中小板,20171020
1340,SZ002908,002908,德生科技,广东,元器件,中小板,20171020
1341,SZ002909,002909,集泰股份,广东,化工原料,中小板,20171026
